DrugName,DrugID_PubChemCID,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetGeneSymbol_Entrez
A61603,4038180,CHEMBL109783,NA,CS(=O)(=O)Nc1c(O)ccc2C(CCCc12)C1=NCCN1,ADRA1A
A66,42636535,CHEMBL3218581,NA,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(n1)C(C)(C)C,PIK3CA
A740003,11351968,NA,NA,COc1ccc(CC(=O)NC(N\C(Nc2cccc3ncccc23)=N\C#N)C(C)(C)C)cc1OC,P2RX7
A77636,NA,NA,NA,NC[C@@H]1O[C@@H](Cc2c(O)c(O)ccc12)[C@@]12CC3CC(CC(C3)C1)C2,CALY
A922500,24768273,CHEMBL255036,NA,OC(=O)[C@H]1CCC[C@H]1C(=O)c1ccc(cc1)-c1ccc(NC(=O)Nc2ccccc2)cc1,DGAT1
bacitracin,NA,CHEMBL1200558,DB00626,CCC(C)C(N)C1=NC(CS1)C(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC(C(C)CC)C(=O)NCCCCC1NC(=O)C(CC(N)=O)NC(=O)C(CC(O)=O)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(CCCN)NC1=O)C(C)CC,A2M
bacitracin,NA,CHEMBL1200558,DB00626,CCC(C)C(N)C1=NC(CS1)C(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC(C(C)CC)C(=O)NCCCCC1NC(=O)C(CC(N)=O)NC(=O)C(CC(O)=O)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(CCCN)NC1=O)C(C)CC,IDE
baclofen,2284,CHEMBL701,DB00181,NCC(CC(O)=O)c1ccc(Cl)cc1,GABBR1
baclofen,2284,CHEMBL701,DB00181,NCC(CC(O)=O)c1ccc(Cl)cc1,GABBR2
baclofen,2284,CHEMBL701,DB00181,NCC(CC(O)=O)c1ccc(Cl)cc1,KCTD12
baclofen,2284,CHEMBL701,DB00181,NCC(CC(O)=O)c1ccc(Cl)cc1,KCTD16
baclofen,2284,CHEMBL701,DB00181,NCC(CC(O)=O)c1ccc(Cl)cc1,KCTD8
baclofen-(R),44602,CHEMBL301742,DB08891,NC[C@H](CC(O)=O)c1ccc(Cl)cc1,GABBR1
baclofen-(R),44602,CHEMBL301742,DB08891,NC[C@H](CC(O)=O)c1ccc(Cl)cc1,GABBR2
BADGE,2286,CHEMBL258558,NA,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,PPARG
bafetinib,74333653,CHEMBL206834,NA,CN(C)C1CCN(Cc2ccc(cc2C(F)(F)F)C(=O)Nc2ccc(C)c(Nc3ncc(cn3)-c3cncnc3)c2)C1,ABL1
bafetinib,74333653,CHEMBL206834,NA,CN(C)C1CCN(Cc2ccc(cc2C(F)(F)F)C(=O)Nc2ccc(C)c(Nc3ncc(cn3)-c3cncnc3)c2)C1,BCR
bafetinib,74333653,CHEMBL206834,NA,CN(C)C1CCN(Cc2ccc(cc2C(F)(F)F)C(=O)Nc2ccc(C)c(Nc3ncc(cn3)-c3cncnc3)c2)C1,LYN
baicalein,5281605,CHEMBL8260,NA,Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1,ALOX5
baicalein,5281605,CHEMBL8260,NA,Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1,GLO1
baicalein,5281605,CHEMBL8260,NA,Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1,PREP
baicalein,5281605,CHEMBL8260,NA,Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1,SELL
baicalein,5281605,CHEMBL8260,NA,Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1,SELP
baicalein,5281605,CHEMBL8260,NA,Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1,TNF
baicalein,5281605,CHEMBL8260,NA,Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1,XDH
baicalin,42433517,CHEMBL485818,NA,O[C@H]1[C@@H](Oc2cc3oc(cc(=O)c3c(O)c2O)-c2ccccc2)O[C@H]([C@@H](O)[C@@H]1O)C(O)=O,PREP
bakuchiol,5468522,CHEMBL262344,NA,CC(C)=CCC[C@@](C)(C=C)\C=C\c1ccc(O)cc1,HIF1A
balaglitazone,9889200,CHEMBL2103991,DB12781,Cn1c(COc2ccc(CC3SC(=O)NC3=O)cc2)nc2ccccc2c1=O,PPARG
balicatib,10201696,CHEMBL371064,DB12239,CCCN1CCN(CC1)c1ccc(cc1)C(=O)NC1(CCCCC1)C(=O)NCC#N,CTSK
balsalazide,6335412,CHEMBL1200760,DB01014,OC(=O)CCNC(=O)c1ccc(cc1)N=Nc1ccc(O)c(c1)C(O)=O,ALOX5
balsalazide,6335412,CHEMBL1200760,DB01014,OC(=O)CCNC(=O)c1ccc(cc1)N=Nc1ccc(O)c(c1)C(O)=O,PPARG
balsalazide,6335412,CHEMBL1200760,DB01014,OC(=O)CCNC(=O)c1ccc(cc1)N=Nc1ccc(O)c(c1)C(O)=O,PTGS1
balsalazide,6335412,CHEMBL1200760,DB01014,OC(=O)CCNC(=O)c1ccc(cc1)N=Nc1ccc(O)c(c1)C(O)=O,PTGS2
bambuterol,54766,CHEMBL521589,DB01408,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C,ADRB2
bambuterol,54766,CHEMBL521589,DB01408,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C,BCHE
BAM7,5754137,CHEMBL3417395,NA,CCOc1ccccc1N\N=C1C(=O)N(N=C\1C)c1nc(cs1)-c1ccccc1,BAX
BAN-ORL-24,10296561,CHEMBL201945,NA,O=C(NCCCN1CCC2(CC1)OCc1ccccc21)[C@H]1CCCN1Cc1ccccc1,OPRL1
barasertib,11497983,CHEMBL415049,DB11747,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(O)(O)=O,AURKA
barasertib,11497983,CHEMBL415049,DB11747,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(O)(O)=O,AURKB
barasertib-HQPA,16007391,CHEMBL215152,NA,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,AURKB
barbital,2294,CHEMBL444,DB01483,CCC1(CC)C(=O)NC(=O)NC1=O,CHRNA4
barbital,2294,CHEMBL444,DB01483,CCC1(CC)C(=O)NC(=O)NC1=O,CHRNA7
barbital,2294,CHEMBL444,DB01483,CCC1(CC)C(=O)NC(=O)NC1=O,GABRA1
barbital,2294,CHEMBL444,DB01483,CCC1(CC)C(=O)NC(=O)NC1=O,GABRA2
barbital,2294,CHEMBL444,DB01483,CCC1(CC)C(=O)NC(=O)NC1=O,GABRA3
barbital,2294,CHEMBL444,DB01483,CCC1(CC)C(=O)NC(=O)NC1=O,GABRA4
barbital,2294,CHEMBL444,DB01483,CCC1(CC)C(=O)NC(=O)NC1=O,GABRA5
barbital,2294,CHEMBL444,DB01483,CCC1(CC)C(=O)NC(=O)NC1=O,GABRA6
barbital,2294,CHEMBL444,DB01483,CCC1(CC)C(=O)NC(=O)NC1=O,GRIA2
barbital,2294,CHEMBL444,DB01483,CCC1(CC)C(=O)NC(=O)NC1=O,GRIK2
bardoxolone,400010,CHEMBL1093059,DB12651,CC1(C)CC[C@@]2(CC[C@]3(C)[C@@H]([C@@H]2C1)C(=O)C=C1[C@@]2(C)C=C(C#N)C(=O)C(C)(C)[C@@H]2CC[C@@]31C)C(O)=O,NOS2
bardoxolone,400010,CHEMBL1093059,DB12651,CC1(C)CC[C@@]2(CC[C@]3(C)[C@@H]([C@@H]2C1)C(=O)C=C1[C@@]2(C)C=C(C#N)C(=O)C(C)(C)[C@@H]2CC[C@@]31C)C(O)=O,PPARG
bardoxolone-methyl,400769,CHEMBL1762621,NA,COC(=O)[C@]12CCC(C)(C)C[C@@H]1[C@@H]1C(=O)C=C3[C@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,PPARG
bardoxolone-methyl,400769,CHEMBL1762621,NA,COC(=O)[C@]12CCC(C)(C)C[C@@H]1[C@@H]1C(=O)C=C3[C@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,STAT3
baricitinib,44205240,CHEMBL2105759,DB11817,CCS(=O)(=O)N1CC(CC#N)(C1)n1cc(cn1)-c1ncnc2[nH]ccc12,JAK1
baricitinib,44205240,CHEMBL2105759,DB11817,CCS(=O)(=O)N1CC(CC#N)(C1)n1cc(cn1)-c1ncnc2[nH]ccc12,JAK2
basimglurant,11438771,CHEMBL3301626,DB11833,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,GRM5
batimastat,5362422,CHEMBL279786,DB03880,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO,ADAM28
batimastat,5362422,CHEMBL279786,DB03880,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO,ADAMTS5
batimastat,5362422,CHEMBL279786,DB03880,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO,MMP12
batimastat,5362422,CHEMBL279786,DB03880,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO,MMP16
batimastat,5362422,CHEMBL279786,DB03880,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO,MMP2
batimastat,5362422,CHEMBL279786,DB03880,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO,MMP8
bavisant,16061509,CHEMBL2103862,DB12299,O=C(N1CCN(CC1)C1CC1)c1ccc(CN2CCOCC2)cc1,HRH3
BAX-channel-blocker,2729027,CHEMBL343732,NA,OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc12,BAX
BAY-K-8644-(s)-(-),6603728,CHEMBL283013,NA,COC(=O)C1=C(C)NC(C)=C([C@H]1c1ccccc1C(F)(F)F)[N+]([O-])=O,CACNA1C
BAY-11-7082,5353431,CHEMBL403183,NA,Cc1ccc(cc1)S(=O)(=O)\C=C\C#N,RELA
BAY-11-7085,5353432,CHEMBL270299,NA,CC(C)(C)c1ccc(cc1)S(=O)(=O)\C=C\C#N,NFKBIA
bay-60-7550,25273570,CHEMBL370962,NA,COc1ccc(Cc2nn3c(nc(C)c3c(=O)[nH]2)[C@@H](CCCc2ccccc2)[C@@H](C)O)cc1OC,PDE2A
BAY-61-3606,10200390,CHEMBL1190711,NA,COc1ccc(cc1OC)-c1cc2nccn2c(Nc2ncccc2C(N)=O)n1,SYK
BAY-87-2243,67377767,NA,NA,Cc1cc(nn1Cc1ccnc(c1)N1CCN(CC1)C1CC1)-c1nc(no1)-c1ccc(OC(F)(F)F)cc1,HIF1A
bazedoxifene,154257,CHEMBL46740,DB06401,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,ESR1
bazedoxifene,154257,CHEMBL46740,DB06401,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,ESR2
BCX-1470,9822205,CHEMBL2220483,NA,NC(=N)c1cc2ccc(OC(=O)c3cccs3)cc2s1,CFD
BD-1047,188914,CHEMBL143360,NA,CN(C)CCN(C)CCc1ccc(Cl)c(Cl)c1,SIGMAR1
BD-1063,574780,CHEMBL73824,NA,CN1CCN(CCc2ccc(Cl)c(Cl)c2)CC1,SIGMAR1
BE-2254,34772,CHEMBL1515808,NA,Oc1ccc(CCNCC2CCc3ccccc3C2=O)cc1,ADRA1A
beclomethasone,2308,CHEMBL1586,NA,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,NR3C1
beclomethasone,2308,CHEMBL1586,NA,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,SERPINA6
beclomethasone-dipropionate,21700,CHEMBL1200500,DB00394,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C,GPR97
beclomethasone-dipropionate,21700,CHEMBL1200500,DB00394,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C,NR3C1
begacestat,11269353,CHEMBL463981,DB12263,OC[C@@H](NS(=O)(=O)c1ccc(Cl)s1)C(C(F)(F)F)C(F)(F)F,PSEN1
belinostat,6918638,CHEMBL408513,DB05015,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,HDAC1
belinostat,6918638,CHEMBL408513,DB05015,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,HDAC10
belinostat,6918638,CHEMBL408513,DB05015,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,HDAC11
belinostat,6918638,CHEMBL408513,DB05015,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,HDAC2
belinostat,6918638,CHEMBL408513,DB05015,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,HDAC3
belinostat,6918638,CHEMBL408513,DB05015,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,HDAC4
belinostat,6918638,CHEMBL408513,DB05015,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,HDAC5
belinostat,6918638,CHEMBL408513,DB05015,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,HDAC6
belinostat,6918638,CHEMBL408513,DB05015,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,HDAC7
belinostat,6918638,CHEMBL408513,DB05015,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,HDAC8
belinostat,6918638,CHEMBL408513,DB05015,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,HDAC9
bemegride,2310,CHEMBL1214192,NA,CCC1(C)CC(=O)NC(=O)C1,GABRA1
bemesetron,1683,CHEMBL376379,NA,CN1C2CCC1CC(C2)OC(=O)c1cc(Cl)cc(Cl)c1,HTR3A
bemesetron,1683,CHEMBL376379,NA,CN1C2CCC1CC(C2)OC(=O)c1cc(Cl)cc(Cl)c1,HTR3B
benazepril,40466887,CHEMBL838,NA,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(O)=O)C1=O,ACE
bendazac,2313,CHEMBL1089221,NA,OC(=O)COc1nn(Cc2ccccc2)c2ccccc12,PTGS1
bendazac,2313,CHEMBL1089221,NA,OC(=O)COc1nn(Cc2ccccc2)c2ccccc12,PTGS2
bendroflumethiazide,2315,CHEMBL1684,DB00436,NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,CA1
bendroflumethiazide,2315,CHEMBL1684,DB00436,NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,CA2
bendroflumethiazide,2315,CHEMBL1684,DB00436,NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,CA4
bendroflumethiazide,2315,CHEMBL1684,DB00436,NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,KCNMA1
bendroflumethiazide,2315,CHEMBL1684,DB00436,NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,SLC12A1
bendroflumethiazide,2315,CHEMBL1684,DB00436,NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,SLC12A3
benfluorex,2318,CHEMBL400599,DB09022,CC(Cc1cccc(c1)C(F)(F)F)NCCOC(=O)c1ccccc1,HMGCR
benfluralin,2319,CHEMBL1256668,NA,CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,CYP1A1
benfluralin,2319,CHEMBL1256668,NA,CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,CYP1A2
benfluralin,2319,CHEMBL1256668,NA,CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,CYP2B6
benfluralin,2319,CHEMBL1256668,NA,CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,CYP3A4
benfluralin,2319,CHEMBL1256668,NA,CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,ESR1
benfluralin,2319,CHEMBL1256668,NA,CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,MMP1
benfluralin,2319,CHEMBL1256668,NA,CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,SULT2A1
benfluralin,2319,CHEMBL1256668,NA,CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,UGT1A1
benfotiamine,5282168,CHEMBL1491875,NA,C\C(N(Cc1cnc(C)nc1N)C=O)=C(\CCOP(O)(O)=O)SC(=O)c1ccccc1,AGER
benidipine,656668,CHEMBL2105555,DB09231,COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(Cc2ccccc2)C1,CACNA1C
benidipine,656668,CHEMBL2105555,DB09231,COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(Cc2ccccc2)C1,CACNA1G
benperidol,16363,CHEMBL297302,DB12867,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O,DRD2
benproperine,2326,CHEMBL2105910,NA,CC(COc1ccccc1Cc1ccccc1)N1CCCCC1,SCN5A
benserazide,2327,CHEMBL1096979,DB12783,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,DDC
bentiromide,6957673,CHEMBL1200368,DB00522,OC(=O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,HPN
benzamil,108107,CHEMBL212579,NA,N\C(NCc1ccccc1)=N/C(=O)c1nc(Cl)c(N)nc1N,ASIC1
benzamil,108107,CHEMBL212579,NA,N\C(NCc1ccccc1)=N/C(=O)c1nc(Cl)c(N)nc1N,PKD2L1
benzamil,108107,CHEMBL212579,NA,N\C(NCc1ccccc1)=N/C(=O)c1nc(Cl)c(N)nc1N,SCNN1A
benzamil,108107,CHEMBL212579,NA,N\C(NCc1ccccc1)=N/C(=O)c1nc(Cl)c(N)nc1N,SCNN1B
benzamil,108107,CHEMBL212579,NA,N\C(NCc1ccccc1)=N/C(=O)c1nc(Cl)c(N)nc1N,SCNN1D
benzamil,108107,CHEMBL212579,NA,N\C(NCc1ccccc1)=N/C(=O)c1nc(Cl)c(N)nc1N,SCNN1G
benzamil,108107,CHEMBL212579,NA,N\C(NCc1ccccc1)=N/C(=O)c1nc(Cl)c(N)nc1N,SLC8A1
benzbromarone,2333,CHEMBL388590,DB12319,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,ABCC1
benzethonium,2335,CHEMBL1182210,DB11125,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,SCN10A
benzocaine,2337,CHEMBL278172,DB01086,CCOC(=O)c1ccc(N)cc1,SCN10A
benzoic-acid,20144841,NA,NA,OC(=O)c1ccccc1,DAO
benzoic-acid,20144841,NA,NA,OC(=O)c1ccccc1,HRSP12
benzoic-acid,20144841,NA,NA,OC(=O)c1ccccc1,PRDX5
benzoic-acid,20144841,NA,NA,OC(=O)c1ccccc1,RAB9A
benzoin,8400,CHEMBL190677,NA,OC(C(=O)c1ccccc1)c1ccccc1,CES1
benzonatate,7699,CHEMBL1374379,DB00868,CCCCNc1ccc(cc1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,SCN5A
benzoquinonium-dibromide,9394,CHEMBL1358790,NA,CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1,CHRNA1
benzotript,2787526,CHEMBL63544,NA,OC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1ccc(Cl)cc1,CCKAR
benzotript,2787526,CHEMBL63544,NA,OC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1ccc(Cl)cc1,CCKBR
benzthiazide,2343,CHEMBL1201039,DB00562,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,CA1
benzthiazide,2343,CHEMBL1201039,DB00562,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,CA12
benzthiazide,2343,CHEMBL1201039,DB00562,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,CA2
benzthiazide,2343,CHEMBL1201039,DB00562,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,CA4
benzthiazide,2343,CHEMBL1201039,DB00562,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,CA9
benzthiazide,2343,CHEMBL1201039,DB00562,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,SLC12A3
benztropine-mesylate,6832,CHEMBL1201203,NA,CN1[C@@H]2CC[C@@H]1C[C@H](C2)OC(c1ccccc1)c1ccccc1,CHRM1
benztropine-mesylate,6832,CHEMBL1201203,NA,CN1[C@@H]2CC[C@@H]1C[C@H](C2)OC(c1ccccc1)c1ccccc1,HRH1
benztropine-mesylate,6832,CHEMBL1201203,NA,CN1[C@@H]2CC[C@@H]1C[C@H](C2)OC(c1ccccc1)c1ccccc1,SLC6A3
benzyl-benzoate,2345,CHEMBL1239,DB00676,O=C(OCc1ccccc1)c1ccccc1,LIPE
bepotastine,164522,CHEMBL1201758,NA,OC(=O)CCCN1CCC(CC1)O[C@@H](c1ccc(Cl)cc1)c1ccccn1,HRH1
bepridil,2351,CHEMBL1008,DB01244,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,ATP1A1
bepridil,2351,CHEMBL1008,DB01244,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,CACNA1A
bepridil,2351,CHEMBL1008,DB01244,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,CACNA1H
bepridil,2351,CHEMBL1008,DB01244,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,CACNA2D2
bepridil,2351,CHEMBL1008,DB01244,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,CALM1
bepridil,2351,CHEMBL1008,DB01244,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,KCNQ1
bepridil,2351,CHEMBL1008,DB01244,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,KCNQ4
bepridil,2351,CHEMBL1008,DB01244,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,PDE1A
bepridil,2351,CHEMBL1008,DB01244,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,PDE1B
bepridil,2351,CHEMBL1008,DB01244,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,TNNC1
berberine,2353,CHEMBL295124,DB04115,COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OC,LDLR
bergenin,66065,CHEMBL273019,NA,COc1c(O)cc2C(=O)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]3c2c1O,IL1B
bergenin,66065,CHEMBL273019,NA,COc1c(O)cc2C(=O)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]3c2c1O,TNF
beta-amyloid-synthesis-inhibitor,9882580,NA,NA,Oc1cccc(Nc2ccc(Nc3cccc(O)c3)nn2)c1,APP
beta-CCB,128618,CHEMBL148296,NA,CCCCOC(=O)c1cc2c(cn1)[nH]c1ccccc21,GABRA1
beta-CCB,128618,CHEMBL148296,NA,CCCCOC(=O)c1cc2c(cn1)[nH]c1ccccc21,GABRG2
beta-elemene,6918391,CHEMBL448502,NA,CC(=C)[C@@H]1CC[C@@](C)(C=C)[C@@H](C1)C(C)=C,MMP2
beta-elemene,6918391,CHEMBL448502,NA,CC(=C)[C@@H]1CC[C@@](C)(C=C)[C@@H](C1)C(C)=C,MMP9
beta-funaltrexamine,5311018,CHEMBL473136,NA,COC(=O)\C=C\C(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CC1)c45,OPRD1
beta-funaltrexamine,5311018,CHEMBL473136,NA,COC(=O)\C=C\C(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CC1)c45,OPRK1
beta-funaltrexamine,5311018,CHEMBL473136,NA,COC(=O)\C=C\C(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CC1)c45,OPRM1
beta-hydroxy-beta-methylbutyrate,NA,NA,NA,CC(C)(O)CC(O)=O.CC(C)(O)CC(O)=O,MTOR
beta-Hydroxybutyrate,441,CHEMBL1162496,NA,CC(O)CC(O)=O,HCAR2
beta-lapachone,3885,CHEMBL15192,DB11948,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,TOP1
betahistine,2366,CHEMBL24441,DB06698,CNCCc1ccccn1,HRH1
betahistine,2366,CHEMBL24441,DB06698,CNCCc1ccccn1,HRH3
betamethasone,6710614,CHEMBL632,NA,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,NR3C1
betamethasone-acetate,45006158,CHEMBL1200538,NA,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,NR3C1
betamethasone-valerate,16533,CHEMBL1497,NA,CCCCC(=O)O[C@@]1([C@@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]12C)C(=O)CO,NR3C1
betaxolol,2369,CHEMBL423,DB00195,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,ADRB1
betaxolol,2369,CHEMBL423,DB00195,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,ADRB2
betazole,7741,CHEMBL1200949,DB00272,NCCc1cc[nH]n1,HRH2
