DrugName,DrugID_LSM,DrugID_ChEMBL,DrugID_DrugBank,DrugID_PubChemCID,DrugSMILES,TargetGeneSymbol_Entrez,MechanismOfAction
butalbital,LSM-5793,CHEMBL454,DB00241,2481,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,GABRG2,GABA-A receptor; anion channel positive allosteric modulator
butalbital,LSM-5793,CHEMBL454,DB00241,2481,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,GABRG3,GABA-A receptor; anion channel positive allosteric modulator
butalbital,LSM-5793,CHEMBL454,DB00241,2481,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,GABRP,GABA-A receptor; anion channel positive allosteric modulator
butalbital,LSM-5793,CHEMBL454,DB00241,2481,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,GABRQ,GABA-A receptor; anion channel positive allosteric modulator
butoconazole,LSM-1344,CHEMBL1295,DB00639,47472,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl,ERG11,Cytochrome P450 51 inhibitor
butorphanol tartrate,LSM-45696,CHEMBL33986,NA,NA,NA,OPRK1,Kappa opioid receptor partial agonist
butorphanol tartrate,LSM-45696,CHEMBL33986,NA,NA,NA,OPRM1,Mu opioid receptor partial agonist
cabergoline,LSM-3939,CHEMBL1201087,DB00248,54746,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C,DRD2,Dopamine D2 receptor agonist
cabozantinib,LSM-1195,CHEMBL2105717,DB08875,25102847,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,KDR,Vascular endothelial growth factor receptor 2 inhibitor
cabozantinib,LSM-1195,CHEMBL2105717,DB08875,25102847,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,MET,Hepatocyte growth factor receptor inhibitor
caffeine,LSM-2026,CHEMBL113,DB00201,2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,ADORA1,Adenosine receptor antagonist
caffeine,LSM-2026,CHEMBL113,DB00201,2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,ADORA2A,Adenosine receptor antagonist
caffeine,LSM-2026,CHEMBL113,DB00201,2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,ADORA2B,Adenosine receptor antagonist
caffeine,LSM-2026,CHEMBL113,DB00201,2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,ADORA3,Adenosine receptor antagonist
calcifediol,LSM-43234,CHEMBL1040,DB00146,5283731,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,VDR,Vitamin D receptor agonist
calcipotriol,LSM-42986,CHEMBL1200666,DB02300,5288783,C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\3[C@@]2(CCC/C3=C\C=C/4\C[C@H](C[C@@H](C4=C)O)O)C,VDR,Vitamin D receptor agonist
calcitriol,LSM-43088,CHEMBL846,DB00136,5280453,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,VDR,Vitamin D receptor agonist
camicinal (GSK962040),LSM-45854,CHEMBL489095,NA,NA,NA,MLNR,Motilin receptor agonist
canagliflozin,LSM-45965,CHEMBL2048484,NA,NA,NA,SLC5A2,Sodium/glucose cotransporter 2 inhibitor
canertinib,LSM-1120,CHEMBL31965,DB05424,156414,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,EGFR,Epidermal growth factor receptor erbB1 inhibitor
canertinib,LSM-1120,CHEMBL31965,DB05424,156414,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,ERBB2,Receptor protein-tyrosine kinase erbB-2 inhibitor
canertinib,LSM-1120,CHEMBL31965,DB05424,156414,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,ERBB4,Receptor protein-tyrosine kinase erbB-4 inhibitor
capecitabine,LSM-5705,CHEMBL1773,DB01101,60953,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,TYMS,Thymidylate synthase inhibitor
capsaicin,LSM-43180,CHEMBL294199,DB06774,1548943,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,TRPV1,Vanilloid receptor opener
captopril,LSM-5648,CHEMBL1560,DB01197,44093,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,ACE,Angiotensin-converting enzyme inhibitor
carbamazepine,LSM-3610,CHEMBL108,DB00564,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,SCN10A,Sodium channel alpha subunit blocker
carbamazepine,LSM-3610,CHEMBL108,DB00564,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,SCN11A,Sodium channel alpha subunit blocker
carbamazepine,LSM-3610,CHEMBL108,DB00564,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,SCN1A,Sodium channel alpha subunit blocker
carbamazepine,LSM-3610,CHEMBL108,DB00564,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,SCN2A,Sodium channel alpha subunit blocker
carbamazepine,LSM-3610,CHEMBL108,DB00564,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,SCN3A,Sodium channel alpha subunit blocker
carbamazepine,LSM-3610,CHEMBL108,DB00564,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,SCN4A,Sodium channel alpha subunit blocker
carbamazepine,LSM-3610,CHEMBL108,DB00564,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,SCN5A,Sodium channel alpha subunit blocker
carbamazepine,LSM-3610,CHEMBL108,DB00564,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,SCN7A,Sodium channel alpha subunit blocker
carbamazepine,LSM-3610,CHEMBL108,DB00564,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,SCN8A,Sodium channel alpha subunit blocker
carbamazepine,LSM-3610,CHEMBL108,DB00564,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,SCN9A,Sodium channel alpha subunit blocker
carbamylcholine,LSM-5827,CHEMBL965,NA,2551,C[N+](C)(C)CCOC(=O)N,CHRM3,Muscarinic acetylcholine receptor M3 agonist
carbidopa,LSM-5850,CHEMBL1201236,DB00190,34359,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,DDC,DOPA decarboxylase inhibitor
carbinoxamine,LSM-1435,CHEMBL864,DB00748,2564,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,HRH1,Histamine H1 receptor antagonist
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,ADRM1,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMA1,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMA2,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMA3,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMA4,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMA5,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMA6,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMA7,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMA8,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMB1,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMB10,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMB11,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMB2,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMB3,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMB4,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMB5,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMB6,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMB7,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMB8,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMB9,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMC1,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMC2,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMC3,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMC4,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMC5,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMC6,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMD1,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMD11,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMD12,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMD13,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMD14,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMD2,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMD3,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMD4,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMD6,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMD7,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,PSMD8,26S proteosome inhibitor
carfilzomib (PR-171),LSM-45547,CHEMBL451887,NA,NA,NA,SEM1,26S proteosome inhibitor
carglumic acid,LSM-45453,CHEMBL1201780,NA,NA,NA,CPS1,"Carbamoyl-phosphate synthase [ammonia], mitochondrial positive allosteric modulator"
cariprazine,LSM-45253,CHEMBL2028019,NA,NA,NA,DRD2,Dopamine D2 receptor modulator
cariprazine,LSM-45253,CHEMBL2028019,NA,NA,NA,DRD3,Dopamine D3 receptor modulator
carprofen,LSM-1350,CHEMBL1316,DB00821,2581,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,PTGS2,Cyclooxygenase-2 inhibitor
carteolol,LSM-1541,CHEMBL839,DB00521,2583,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,ADRB1,Adrenergic receptor beta antagonist
carteolol,LSM-1541,CHEMBL839,DB00521,2583,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,ADRB2,Adrenergic receptor beta antagonist
carteolol,LSM-1541,CHEMBL839,DB00521,2583,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,ADRB3,Adrenergic receptor beta antagonist
carvedilol,LSM-1310,CHEMBL723,DB01136,2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,ADRA1A,Adrenergic receptor alpha-1 antagonist
carvedilol,LSM-1310,CHEMBL723,DB01136,2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,ADRA1B,Adrenergic receptor alpha-1 antagonist
carvedilol,LSM-1310,CHEMBL723,DB01136,2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,ADRA1D,Adrenergic receptor alpha-1 antagonist
carvedilol,LSM-1310,CHEMBL723,DB01136,2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,ADRB1,Adrenergic receptor beta antagonist
carvedilol,LSM-1310,CHEMBL723,DB01136,2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,ADRB2,Adrenergic receptor beta antagonist
carvedilol,LSM-1310,CHEMBL723,DB01136,2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,ADRB3,Adrenergic receptor beta antagonist
CC-930,LSM-45244,NA,NA,NA,NA,MAPK10,c-Jun N-terminal kinase 3 inhibitor
CC-930,LSM-45244,NA,NA,NA,NA,MAPK8,c-Jun N-terminal kinase 1 inhibitor
CC-930,LSM-45244,NA,NA,NA,NA,MAPK9,c-Jun N-terminal kinase 2 inhibitor
cediranib,LSM-5926,CHEMBL491473,DB04849,9933475,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,FLT1,Vascular endothelial growth factor receptor inhibitor
cediranib,LSM-5926,CHEMBL491473,DB04849,9933475,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,FLT4,Vascular endothelial growth factor receptor inhibitor
cediranib,LSM-5926,CHEMBL491473,DB04849,9933475,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,KDR,Vascular endothelial growth factor receptor inhibitor
cediranib,LSM-5926,CHEMBL491473,DB04849,9933475,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,KIT,Stem cell growth factor receptor inhibitor
cediranib,LSM-5926,CHEMBL491473,DB04849,9933475,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,PDGFRA,Platelet-derived growth factor receptor inhibitor
cediranib,LSM-5926,CHEMBL491473,DB04849,9933475,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,PDGFRB,Platelet-derived growth factor receptor inhibitor
cefaclor,LSM-5368,CHEMBL680,DB00833,51039,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl,dacA,Bacterial penicillin-binding protein inhibitor
cefaclor,LSM-5368,CHEMBL680,DB00833,51039,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl,dacB,Bacterial penicillin-binding protein inhibitor
cefaclor,LSM-5368,CHEMBL680,DB00833,51039,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl,dacC,Bacterial penicillin-binding protein inhibitor
cefaclor,LSM-5368,CHEMBL680,DB00833,51039,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl,ftsI,Bacterial penicillin-binding protein inhibitor
cefaclor,LSM-5368,CHEMBL680,DB00833,51039,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl,mrcA,Bacterial penicillin-binding protein inhibitor
cefaclor,LSM-5368,CHEMBL680,DB00833,51039,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl,mrcB,Bacterial penicillin-binding protein inhibitor
cefaclor,LSM-5368,CHEMBL680,DB00833,51039,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl,mrdA,Bacterial penicillin-binding protein inhibitor
cefadroxil,LSM-5722,CHEMBL1644,DB01140,47965,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,dacA,Bacterial penicillin-binding protein inhibitor
cefadroxil,LSM-5722,CHEMBL1644,DB01140,47965,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,dacB,Bacterial penicillin-binding protein inhibitor
cefadroxil,LSM-5722,CHEMBL1644,DB01140,47965,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,dacC,Bacterial penicillin-binding protein inhibitor
cefadroxil,LSM-5722,CHEMBL1644,DB01140,47965,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,ftsI,Bacterial penicillin-binding protein inhibitor
cefadroxil,LSM-5722,CHEMBL1644,DB01140,47965,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,mrcA,Bacterial penicillin-binding protein inhibitor
cefadroxil,LSM-5722,CHEMBL1644,DB01140,47965,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,mrcB,Bacterial penicillin-binding protein inhibitor
cefadroxil,LSM-5722,CHEMBL1644,DB01140,47965,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,mrdA,Bacterial penicillin-binding protein inhibitor
cefazolin,LSM-34744,CHEMBL1435,DB01327,33255,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,dacA,Bacterial penicillin-binding protein inhibitor
cefazolin,LSM-34744,CHEMBL1435,DB01327,33255,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,dacB,Bacterial penicillin-binding protein inhibitor
cefazolin,LSM-34744,CHEMBL1435,DB01327,33255,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,dacC,Bacterial penicillin-binding protein inhibitor
cefazolin,LSM-34744,CHEMBL1435,DB01327,33255,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,ftsI,Bacterial penicillin-binding protein inhibitor
cefazolin,LSM-34744,CHEMBL1435,DB01327,33255,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,mrcA,Bacterial penicillin-binding protein inhibitor
cefazolin,LSM-34744,CHEMBL1435,DB01327,33255,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,mrcB,Bacterial penicillin-binding protein inhibitor
cefazolin,LSM-34744,CHEMBL1435,DB01327,33255,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,mrdA,Bacterial penicillin-binding protein inhibitor
cefmetazole,LSM-5594,CHEMBL1201195,DB00274,42008,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O,dacA,Bacterial penicillin-binding protein inhibitor
cefmetazole,LSM-5594,CHEMBL1201195,DB00274,42008,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O,dacB,Bacterial penicillin-binding protein inhibitor
cefmetazole,LSM-5594,CHEMBL1201195,DB00274,42008,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O,dacC,Bacterial penicillin-binding protein inhibitor
cefmetazole,LSM-5594,CHEMBL1201195,DB00274,42008,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O,ftsI,Bacterial penicillin-binding protein inhibitor
cefmetazole,LSM-5594,CHEMBL1201195,DB00274,42008,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O,mrcA,Bacterial penicillin-binding protein inhibitor
cefmetazole,LSM-5594,CHEMBL1201195,DB00274,42008,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O,mrcB,Bacterial penicillin-binding protein inhibitor
cefmetazole,LSM-5594,CHEMBL1201195,DB00274,42008,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O,mrdA,Bacterial penicillin-binding protein inhibitor
cefoperazone,LSM-15520,CHEMBL507674,NA,44187,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,dacA,Bacterial penicillin-binding protein inhibitor
cefoperazone,LSM-15520,CHEMBL507674,NA,44187,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,dacB,Bacterial penicillin-binding protein inhibitor
cefoperazone,LSM-15520,CHEMBL507674,NA,44187,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,dacC,Bacterial penicillin-binding protein inhibitor
cefoperazone,LSM-15520,CHEMBL507674,NA,44187,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,ftsI,Bacterial penicillin-binding protein inhibitor
cefoperazone,LSM-15520,CHEMBL507674,NA,44187,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,mrcA,Bacterial penicillin-binding protein inhibitor
cefoperazone,LSM-15520,CHEMBL507674,NA,44187,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,mrcB,Bacterial penicillin-binding protein inhibitor
cefoperazone,LSM-15520,CHEMBL507674,NA,44187,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,mrdA,Bacterial penicillin-binding protein inhibitor
ceforanide,LSM-2838,CHEMBL1201046,DB00923,43507,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O,dacA,Bacterial penicillin-binding protein inhibitor
ceforanide,LSM-2838,CHEMBL1201046,DB00923,43507,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O,dacB,Bacterial penicillin-binding protein inhibitor
ceforanide,LSM-2838,CHEMBL1201046,DB00923,43507,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O,dacC,Bacterial penicillin-binding protein inhibitor
ceforanide,LSM-2838,CHEMBL1201046,DB00923,43507,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O,ftsI,Bacterial penicillin-binding protein inhibitor
ceforanide,LSM-2838,CHEMBL1201046,DB00923,43507,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O,mrcA,Bacterial penicillin-binding protein inhibitor
ceforanide,LSM-2838,CHEMBL1201046,DB00923,43507,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O,mrcB,Bacterial penicillin-binding protein inhibitor
ceforanide,LSM-2838,CHEMBL1201046,DB00923,43507,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O,mrdA,Bacterial penicillin-binding protein inhibitor
cefotetan,LSM-5961,NA,DB01330,53025,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,dacA,Bacterial penicillin-binding protein inhibitor
cefotetan,LSM-5961,NA,DB01330,53025,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,dacB,Bacterial penicillin-binding protein inhibitor
cefotetan,LSM-5961,NA,DB01330,53025,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,dacC,Bacterial penicillin-binding protein inhibitor
cefotetan,LSM-5961,NA,DB01330,53025,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,ftsI,Bacterial penicillin-binding protein inhibitor
cefotetan,LSM-5961,NA,DB01330,53025,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,mrcA,Bacterial penicillin-binding protein inhibitor
cefotetan,LSM-5961,NA,DB01330,53025,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,mrcB,Bacterial penicillin-binding protein inhibitor
