DrugName,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetGeneSymbol_Entrez,TargetID_Entrez
amonafide,CHEMBL428676,DB05022,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N,TOP2B,7155
amonafide,CHEMBL428676,DB05022,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N,TOP2A,7153
amoxapine,CHEMBL1113,DB00543,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,SLC6A4,6532
amoxapine,CHEMBL1113,DB00543,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,DRD4,1815
amoxapine,CHEMBL1113,DB00543,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,NAT1,9
amoxapine,CHEMBL1113,DB00543,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,SLC6A2,6530
amoxapine,CHEMBL1113,DB00543,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,DRD2,1813
amoxapine,CHEMBL1113,DB00543,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,DRD1,1812
amoxapine,CHEMBL1113,DB00543,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,DRD3,1814
amoxapine,CHEMBL1113,DB00543,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,HTT,3064
amoxapine,CHEMBL1113,DB00543,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,DRD5,1816
amoxapine,CHEMBL1113,DB00543,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,HTR6,3362
amoxicillin,CHEMBL1082,DB01060,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,IL10,3586
amoxicillin,CHEMBL1082,DB01060,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,MET,4233
amoxicillin,CHEMBL1082,DB01060,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,CYP3A4,1576
amp579,CHEMBL3545163,NA,CCC(CC1=C(C=CS1)Cl)NC2=NC=NC3=C2C=CN3C4C[C@@H]([C@H]([C@H]4O)O)C(=O)NCC,ADORA2A,135
amp579,CHEMBL3545163,NA,CCC(CC1=C(C=CS1)Cl)NC2=NC=NC3=C2C=CN3C4C[C@@H]([C@H]([C@H]4O)O)C(=O)NCC,ADORA1,134
amphetamine,CHEMBL405,DB00182,CC(CC1=CC=CC=C1)N,SLC6A3,6531
amphetamine,CHEMBL405,DB00182,CC(CC1=CC=CC=C1)N,PPARA,5465
amphetamine,CHEMBL405,DB00182,CC(CC1=CC=CC=C1)N,NAT1,9
amphetamine,CHEMBL405,DB00182,CC(CC1=CC=CC=C1)N,ADRA2A,150
amphetamine,CHEMBL405,DB00182,CC(CC1=CC=CC=C1)N,CYP2D6,1565
amphetamine,CHEMBL405,DB00182,CC(CC1=CC=CC=C1)N,CARTPT,9607
amphetamine,CHEMBL405,DB00182,CC(CC1=CC=CC=C1)N,TAAR1,134864
amphetamine,CHEMBL405,DB00182,CC(CC1=CC=CC=C1)N,SLC18A2,6571
amphetamine,CHEMBL405,DB00182,CC(CC1=CC=CC=C1)N,ADRA1A,148
amphetamine,CHEMBL405,DB00182,CC(CC1=CC=CC=C1)N,SST,6750
amphetamine,CHEMBL405,DB00182,CC(CC1=CC=CC=C1)N,GFAP,2670
amphetamine adipate,CHEMBL1200387,NA,CC(CC1=CC=CC=C1)N.C(CCC(=O)O)CC(=O)O,SLC6A3,6531
amphetamine adipate,CHEMBL1200387,NA,CC(CC1=CC=CC=C1)N.C(CCC(=O)O)CC(=O)O,NAT1,9
amphetamine aspartate,CHEMBL1200377,NA,CC(CC1=CC=CC=C1)N.C(C(C(=O)O)N)C(=O)O,NAT1,9
amphetamine aspartate,CHEMBL1200377,NA,CC(CC1=CC=CC=C1)N.C(C(C(=O)O)N)C(=O)O,SLC6A3,6531
amphetamine sulfate,CHEMBL501,NA,CC(CC1=CC=CC=C1)N.OS(=O)(=O)O,NAT1,9
amphetamine sulfate,CHEMBL501,NA,CC(CC1=CC=CC=C1)N.OS(=O)(=O)O,SLC6A3,6531
amphotericin b,CHEMBL267345,DB00681,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,CYP3A4,1576
amphotericin b,CHEMBL267345,DB00681,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,PC,5091
amphotericin b,CHEMBL267345,DB00681,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,TGM2,7052
amphotericin b,CHEMBL267345,DB00681,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,DCT,1638
amphotericin b,CHEMBL267345,DB00681,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,RLN2,6019
ampicillin,CHEMBL174,DB00415,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,CP,1356
ampicillin,CHEMBL174,DB00415,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,HMGB1,3146
ampicillin,CHEMBL174,DB00415,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,FPR2,2358
amprenavir,CHEMBL116,DB00701,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,CYP3A5,1577
amprenavir,CHEMBL116,DB00701,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,C5AR1,728
amprenavir,CHEMBL116,DB00701,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,TFAP2A,7020
amrubicin,CHEMBL1186894,DB06263,CC(=O)[C@]1(C[C@@H](C2=C(C3=C(C(=C2C1)O)C(=O)C4=CC=CC=C4C3=O)O)O[C@H]5C[C@@H]([C@@H](CO5)O)O)N,TOP2A,7153
amrubicin hydrochloride,CHEMBL481958,NA,CC(=O)[C@]1(C[C@@H](C2=C(C3=C(C(=C2C1)O)C(=O)C4=CC=CC=C4C3=O)O)O[C@H]5C[C@@H]([C@@H](CO5)O)O)N.Cl,TOP2A,7153
amsacrine,CHEMBL43,DB00276,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,OXTR,5021
amsacrine,CHEMBL43,DB00276,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,HCAR1,27198
amsacrine,CHEMBL43,DB00276,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,BTF3P11,690
amsacrine,CHEMBL43,DB00276,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,AVPR1A,552
amsacrine,CHEMBL43,DB00276,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,TOP2A,7153
amsacrine,CHEMBL43,DB00276,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,TOP2B,7155
amsalog,CHEMBL48880,NA,CC1=CC=CC2=C(C3=C(C(=CC=C3)C(=O)NC)N=C12)NC4=C(C=C(C=C4)NS(=O)(=O)C)OC,MPO,4353
amthamine,CHEMBL293762,NA,CC1=C(SC(=N1)N)CCN,HRH2,3274
amuvatinib,CHEMBL2103851,DB12742,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6,MET,4233
amuvatinib,CHEMBL2103851,DB12742,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6,RET,5979
amuvatinib,CHEMBL2103851,DB12742,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6,FLT3,2322
amuvatinib,CHEMBL2103851,DB12742,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6,PDGFRA,5156
amuvatinib,CHEMBL2103851,DB12742,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6,KIT,3815
amuvatinib,CHEMBL2103851,DB12742,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6,RAD51,5888
amuvatinib,CHEMBL2103851,DB12742,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6,PDGFRB,5159
amylin,CHEMBL2401866,NA,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CN=CN3)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@@H]5CSSC[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N5)[C@@H](C)O)C)[C@@H](C)O)CC(=O)N)NC(=O)[C@H](CCCCN)N,ABCB4,5244
amylin,CHEMBL2401866,NA,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CN=CN3)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@@H]5CSSC[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N5)[C@@H](C)O)C)[C@@H](C)O)CC(=O)N)NC(=O)[C@H](CCCCN)N,RAMP3,10268
amylin,CHEMBL2401866,NA,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CN=CN3)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@@H]5CSSC[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N5)[C@@H](C)O)C)[C@@H](C)O)CC(=O)N)NC(=O)[C@H](CCCCN)N,TAP2,6891
anacetrapib,CHEMBL1800807,NA,C[C@H]1[C@H](OC(=O)N1CC2=C(C=CC(=C2)C(F)(F)F)C3=CC(=C(C=C3OC)F)C(C)C)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,CETP,1071
anagrelide,CHEMBL760,DB00261,C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=O)CN31,PDE3A,5139
anagrelide hydrochloride,CHEMBL1200759,NA,C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=O)CN31.Cl,PDE3B,5140
anagrelide hydrochloride,CHEMBL1200759,NA,C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=O)CN31.Cl,PDE3A,5139
anakinra,CHEMBL1201570,DB00026,NA,IL1R1,3554
anakinra,CHEMBL1201570,DB00026,NA,IL1R2,7850
anakinra,CHEMBL1201570,DB00026,NA,SFTPA1,653509
anakinra,CHEMBL1201570,DB00026,NA,NOS1,4842
anakinra,CHEMBL1201570,DB00026,NA,BDNF,627
anakinra,CHEMBL1201570,DB00026,NA,NLRP3,114548
anakinra,CHEMBL1201570,DB00026,NA,SAA1,6288
anakinra,CHEMBL1201570,DB00026,NA,CP,1356
anakinra,CHEMBL1201570,DB00026,NA,GHRL,51738
anamorelin,CHEMBL2110579,NA,CC(C)(C(=O)N[C@H](CC1=CNC2=CC=CC=C21)C(=O)N3CCC[C@](C3)(CC4=CC=CC=C4)C(=O)N(C)N(C)C)N,GHSR,2693
anamorelin hydrochloride,CHEMBL2103794,NA,CC(C)(C(=O)N[C@H](CC1=CNC2=CC=CC=C21)C(=O)N3CCC[C@](C3)(CC4=CC=CC=C4)C(=O)N(C)N(C)C)N.Cl,GHSR,2693
anandamide,CHEMBL15848,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO,TRPV1,7442
anandamide,CHEMBL15848,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO,GPR55,9290
anandamide,CHEMBL15848,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO,KCNA2,3737
anandamide,CHEMBL15848,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO,CACNA1I,8911
anandamide,CHEMBL15848,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO,CNR1,1268
anandamide,CHEMBL15848,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO,GPR18,2841
anandamide,CHEMBL15848,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO,AKR1B1P4,390402
anandamide,CHEMBL15848,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO,TRPM8,79054
anandamide,CHEMBL15848,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO,CACNA1G,8913
anandamide,CHEMBL15848,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO,KCNK9,51305
anandamide,CHEMBL15848,NA,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO,KCNK3,3777
anastrozole,CHEMBL1399,DB01217,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,CYP19A1,1588
anastrozole,CHEMBL1399,DB01217,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,CYP1B1,1545
anastrozole,CHEMBL1399,DB01217,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,ESR1,2099
anastrozole,CHEMBL1399,DB01217,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,IGF2,3481
anastrozole,CHEMBL1399,DB01217,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,JMJD6,23210
anastrozole,CHEMBL1399,DB01217,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,TACR1,6869
anastrozole,CHEMBL1399,DB01217,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,ERBB2,2064
anastrozole,CHEMBL1399,DB01217,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,PGR,5241
anatibant,CHEMBL2107725,DB05038,CC1=CC(=NC2=C1C=CC=C2OCC3=C(C=CC(=C3Cl)S(=O)(=O)N4CCC[C@H]4C(=O)NCCCNC(=O)C5=CC=C(C=C5)C(=N)N)Cl)C,BDKRB2,624
anatumomab mafenatox,CHEMBL2108248,NA,NA,TPBG,7162
ancriviroc (chembl2107311),CHEMBL2107311,NA,CCO/N=C(/C1CCN(CC1)C2(CCN(CC2)C(=C)C3=C(C=C[N+](=C3C)[O-])C)C)\C4=CC=C(C=C4)Br,CCR5,1234
andecaliximab,CHEMBL3833374,NA,NA,MMP9,4318
andolast,CHEMBL119549,NA,C1=CC(=CC=C1C2=NNN=N2)C(=O)NC3=CC=C(C=C3)C4=NNN=N4,KCNMA1,3778
androstenedione,CHEMBL274826,DB01536,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,GALR1,2587
androstenedione,CHEMBL274826,DB01536,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,NPPC,4880
androstenedione,CHEMBL274826,DB01536,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,CYP19A1,1588
androstenedione,CHEMBL274826,DB01536,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,NR3C1,2908
androstenedione,CHEMBL274826,DB01536,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,KLK3,354
androstenedione,CHEMBL274826,DB01536,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,HNF4A,3172
androstenedione,CHEMBL274826,DB01536,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,BAX,581
ang1005,CHEMBL1089636,NA,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)OC(=O)CCC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC7=CC=CC=C7)C(=O)N[C@@H](CCCCNC(=O)CCC(=O)O[C@H]([C@H](C8=CC=CC=C8)NC(=O)C9=CC=CC=C9)C(=O)O[C@H]1C[C@]2([C@H]([C@H]3[C@@]([C@H](C[C@@H]5[C@]3(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C1C)C2(C)C)OC(=O)C)C)OC(=O)C1=CC=CC=C1)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)CNC(=O)CNC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C(C)O)NC(=O)CCC(=O)O[C@H]([C@H](C1=CC=CC=C1)NC(=O)C1=CC=CC=C1)C(=O)O[C@H]1C[C@]2([C@H]([C@H]3[C@@]([C@H](C[C@@H]5[C@]3(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C1C)C2(C)C)OC(=O)C)C)OC(=O)C1=CC=CC=C1)O)O)OC(=O)C1=CC=CC=C1)(CO4)OC(=O)C)O)C)OC(=O)C,TUBB1,81027
ang1005,CHEMBL1089636,NA,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)OC(=O)CCC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC7=CC=CC=C7)C(=O)N[C@@H](CCCCNC(=O)CCC(=O)O[C@H]([C@H](C8=CC=CC=C8)NC(=O)C9=CC=CC=C9)C(=O)O[C@H]1C[C@]2([C@H]([C@H]3[C@@]([C@H](C[C@@H]5[C@]3(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C1C)C2(C)C)OC(=O)C)C)OC(=O)C1=CC=CC=C1)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)CNC(=O)CNC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C(C)O)NC(=O)CCC(=O)O[C@H]([C@H](C1=CC=CC=C1)NC(=O)C1=CC=CC=C1)C(=O)O[C@H]1C[C@]2([C@H]([C@H]3[C@@]([C@H](C[C@@H]5[C@]3(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C1C)C2(C)C)OC(=O)C)C)OC(=O)C1=CC=CC=C1)O)O)OC(=O)C1=CC=CC=C1)(CO4)OC(=O)C)O)C)OC(=O)C,BCL2,596
angiotensin ii,CHEMBL408403,DB11842,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N,AGTR1,185
angiotensin ii,CHEMBL408403,DB11842,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N,AGTR2,186
angiotensin iii,CHEMBL56448,NA,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N3CCC[C@H]3C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N,AGTR2,186
angiotensin iii,CHEMBL56448,NA,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N3CCC[C@H]3C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N,AGTR1,185
angiotensin iv,CHEMBL261120,NA,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)N,AGTR1,185
anileridine,CHEMBL1200543,DB00913,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3,OPRM1,4988
anileridine hydrochloride,CHEMBL1201047,NA,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3.Cl,OPRK1,4986
anileridine hydrochloride,CHEMBL1201047,NA,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3.Cl,OPRM1,4988
anileridine phosphate,CHEMBL1200543,NA,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3.OP(=O)(O)O,OPRM1,4988
anileridine phosphate,CHEMBL1200543,NA,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3.OP(=O)(O)O,OPRK1,4986
