DrugName,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetName,Accession,TargetGeneSymbol_Entrez,Swissprot,Organism
atezolizumab,CHEMBL3707227,NA,NA,Programmed cell death 1 ligand 1,Q9NZQ7,CD274,PD1L1_HUMAN,Homo sapiens
atomoxetine,CHEMBL641,DB00289,CNCC[C@@H](OC1=C(C)C=CC=C1)C1=CC=CC=C1,Sodium-dependent dopamine transporter,Q01959,SLC6A3,SC6A3_HUMAN,Homo sapiens
atomoxetine,CHEMBL641,DB00289,CNCC[C@@H](OC1=C(C)C=CC=C1)C1=CC=CC=C1,Sodium-dependent noradrenaline transporter,P23975,SLC6A2,SC6A2_HUMAN,Homo sapiens
atomoxetine,CHEMBL641,DB00289,CNCC[C@@H](OC1=C(C)C=CC=C1)C1=CC=CC=C1,Potassium voltage-gated channel subfamily H member 2,Q12809,KCNH2,KCNH2_HUMAN,Homo sapiens
atomoxetine,CHEMBL641,DB00289,CNCC[C@@H](OC1=C(C)C=CC=C1)C1=CC=CC=C1,Sodium-dependent serotonin transporter,P31645,SLC6A4,SC6A4_HUMAN,Homo sapiens
atomoxetine,CHEMBL641,DB00289,CNCC[C@@H](OC1=C(C)C=CC=C1)C1=CC=CC=C1,Kir3.1/Kir3.2,P48051,KCNJ3,KCNJ3_HUMAN,Homo sapiens
atomoxetine,CHEMBL641,DB00289,CNCC[C@@H](OC1=C(C)C=CC=C1)C1=CC=CC=C1,Kir3.1/Kir3.2,P48549,KCNJ6,KCNJ6_HUMAN,Homo sapiens
atomoxetine,CHEMBL641,DB00289,CNCC[C@@H](OC1=C(C)C=CC=C1)C1=CC=CC=C1,Kir3.1/Kir3.4,P48549,KCNJ5,KCNJ5_HUMAN,Homo sapiens
atomoxetine,CHEMBL641,DB00289,CNCC[C@@H](OC1=C(C)C=CC=C1)C1=CC=CC=C1,Cytochrome P450 2D6,P10635,CYP2D6,CP2D6_HUMAN,Homo sapiens
atomoxetine,CHEMBL641,DB00289,CNCC[C@@H](OC1=C(C)C=CC=C1)C1=CC=CC=C1,Krueppel-like factor 10,Q13118,KLF10,KLF10_HUMAN,Homo sapiens
atorvastatin,CHEMBL1487,DB01076,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,3-hydroxy-3-methylglutaryl-coenzyme A reductase,P04035,HMGCR,HMDH_HUMAN,Homo sapiens
atorvastatin,CHEMBL1487,DB01076,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,Nuclear receptor subfamily 1 group I member 3,Q14994,NR1I3,NR1I3_HUMAN,Homo sapiens
atorvastatin,CHEMBL1487,DB01076,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,Cytochrome P450 3A4,P08684,CYP3A4,CP3A4_HUMAN,Homo sapiens
atorvastatin,CHEMBL1487,DB01076,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,Histone deacetylase 6,Q9UBN7,HDAC6,HDAC6_HUMAN,Homo sapiens
atorvastatin,CHEMBL1487,DB01076,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,Histone deacetylase 1,Q13547,HDAC1,HDAC1_HUMAN,Homo sapiens
atorvastatin,CHEMBL1487,DB01076,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,Histone deacetylase 2,Q92769,HDAC2,HDAC2_HUMAN,Homo sapiens
atosiban,CHEMBL382301,NA,CCOC1=CC=C(C[C@H]2NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@@H](C)CC)[C@@H](C)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)C=C1,Oxytocin receptor,P30559,OXTR,OXYR_HUMAN,Homo sapiens
atosiban,CHEMBL382301,NA,CCOC1=CC=C(C[C@H]2NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@@H](C)CC)[C@@H](C)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)C=C1,Vasopressin V2 receptor,P30518,AVPR2,V2R_HUMAN,Homo sapiens
atosiban,CHEMBL382301,NA,CCOC1=CC=C(C[C@H]2NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@@H](C)CC)[C@@H](C)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)C=C1,Vasopressin V1a receptor,P37288,AVPR1A,V1AR_HUMAN,Homo sapiens
atosiban,CHEMBL382301,NA,CCOC1=CC=C(C[C@H]2NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@@H](C)CC)[C@@H](C)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)C=C1,Vasopressin V1b receptor,P47901,AVPR1B,V1BR_HUMAN,Homo sapiens
atovaquone,CHEMBL1450,DB01117,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,Dihydroorotate dehydrogenase (quinone) mitochondrial,Q02127,DHODH,PYRD_HUMAN,Homo sapiens
atracurium,CHEMBL1360,NA,COC1=C(OC)C=C(CC2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3C2CC2=CC(OC)=C(OC)C=C2)C=C1,Neuronal acetylcholine receptor subunit alpha-2,Q15822,CHRNA2,ACHA2_HUMAN,Homo sapiens
atracurium,CHEMBL1360,NA,COC1=C(OC)C=C(CC2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3C2CC2=CC(OC)=C(OC)C=C2)C=C1,Acetylcholine receptor,P02708,CHRNA1,ACHA_HUMAN,Homo sapiens
atracurium,CHEMBL1360,NA,COC1=C(OC)C=C(CC2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3C2CC2=CC(OC)=C(OC)C=C2)C=C1,Acetylcholine receptor,P11230,CHRNB1,ACHB_HUMAN,Homo sapiens
atracurium,CHEMBL1360,NA,COC1=C(OC)C=C(CC2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3C2CC2=CC(OC)=C(OC)C=C2)C=C1,Acetylcholine receptor,Q07001,CHRND,ACHD_HUMAN,Homo sapiens
atrasentan,CHEMBL9194,NA,CCCCN(CCCC)C(=O)CN1C[C@@H]([C@H]([C@@H]1C1=CC=C(OC)C=C1)C(O)=O)C1=CC2=C(OCO2)C=C1,Endothelin-1 receptor,P25101,EDNRA,EDNRA_HUMAN,Homo sapiens
atrasentan,CHEMBL9194,NA,CCCCN(CCCC)C(=O)CN1C[C@@H]([C@H]([C@@H]1C1=CC=C(OC)C=C1)C(O)=O)C1=CC2=C(OCO2)C=C1,Endothelin B receptor,P24530,EDNRB,EDNRB_HUMAN,Homo sapiens
atropine,CHEMBL517712,DB00572,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,Muscarinic acetylcholine receptor M5,P08912,CHRM5,ACM5_HUMAN,Homo sapiens
atropine,CHEMBL517712,DB00572,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,Muscarinic acetylcholine receptor M4,P08173,CHRM4,ACM4_HUMAN,Homo sapiens
atropine,CHEMBL517712,DB00572,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,Muscarinic acetylcholine receptor M3,P20309,CHRM3,ACM3_HUMAN,Homo sapiens
atropine,CHEMBL517712,DB00572,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,Muscarinic acetylcholine receptor M2,P08172,CHRM2,ACM2_HUMAN,Homo sapiens
atropine,CHEMBL517712,DB00572,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,Muscarinic acetylcholine receptor M1,P11229,CHRM1,ACM1_HUMAN,Homo sapiens
atropine,CHEMBL517712,DB00572,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,5-hydroxytryptamine receptor 2C,P28335,HTR2C,5HT2C_HUMAN,Homo sapiens
atropine,CHEMBL517712,DB00572,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,Alpha-1D adrenergic receptor,P25100,ADRA1D,ADA1D_HUMAN,Homo sapiens
atropine,CHEMBL517712,DB00572,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,Solute carrier family 22 member 1,O15245,SLC22A1,S22A1_HUMAN,Homo sapiens
atropine,CHEMBL517712,DB00572,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,Histamine H1 receptor,P35367,HRH1,HRH1_HUMAN,Homo sapiens
atropine,CHEMBL517712,DB00572,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,5-hydroxytryptamine receptor 2A,P28223,HTR2A,5HT2A_HUMAN,Homo sapiens
auranofin,CHEMBL1366,DB00995,NA,Alpha-2A adrenergic receptor,P08913,ADRA2A,ADA2A_HUMAN,Homo sapiens
auranofin,CHEMBL1366,DB00995,NA,Alpha-2B adrenergic receptor,P18089,ADRA2B,ADA2B_HUMAN,Homo sapiens
auranofin,CHEMBL1366,DB00995,NA,D(3) dopamine receptor,P35462,DRD3,DRD3_HUMAN,Homo sapiens
auranofin,CHEMBL1366,DB00995,NA,Glucocorticoid receptor,P04150,NR3C1,GCR_HUMAN,Homo sapiens
auranofin,CHEMBL1366,DB00995,NA,Adenosine receptor A3,P0DMS8,ADORA3,AA3R_HUMAN,Homo sapiens
auranofin,CHEMBL1366,DB00995,NA,D(4) dopamine receptor,P21917,DRD4,DRD4_HUMAN,Homo sapiens
auranofin,CHEMBL1366,DB00995,NA,Tyrosine-protein kinase Fyn,P06241,FYN,FYN_HUMAN,Homo sapiens
auranofin,CHEMBL1366,DB00995,NA,Thioredoxin reductase 1 cytoplasmic,Q16881,TXNRD1,TRXR1_HUMAN,Homo sapiens
auranofin,CHEMBL1366,DB00995,NA,Arachidonate 5-lipoxygenase,P09917,ALOX5,LOX5_HUMAN,Homo sapiens
auranofin,CHEMBL1366,DB00995,NA,Transient receptor potential cation channel subfamily A member 1,O75762,TRPA1,TRPA1_HUMAN,Homo sapiens
aurothioglucose,CHEMBL2354773,DB09121,NA,Thioredoxin reductase 1 cytoplasmic,Q16881,TXNRD1,TRXR1_HUMAN,Homo sapiens
aurothioglucose,CHEMBL2354773,DB09121,NA,5-hydroxytryptamine receptor 3A,P46098,HTR3A,5HT3A_HUMAN,Homo sapiens
avanafil,CHEMBL1963681,DB06237,COC1=C(Cl)C=C(CNC2=NC(=NC=C2C(=O)NCC2=NC=CC=N2)N2CCC[C@H]2CO)C=C1,cGMP-specific 3'5'-cyclic phosphodiesterase,O76074,PDE5A,PDE5A_HUMAN,Homo sapiens
avanafil,CHEMBL1963681,DB06237,COC1=C(Cl)C=C(CNC2=NC(=NC=C2C(=O)NCC2=NC=CC=N2)N2CCC[C@H]2CO)C=C1,Cone cGMP-specific 3'5'-cyclic phosphodiesterase subunit alpha',P51160,PDE6C,PDE6C_HUMAN,Homo sapiens
avelumab,CHEMBL3833373,NA,NA,Programmed cell death 1 ligand 1,Q9NZQ7,CD274,PD1L1_HUMAN,Homo sapiens
avobenzone,CHEMBL1200522,DB09495,COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C,Tyrosinase,P14679,TYR,TYRO_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Mitogen-activated protein kinase 10,P53779,MAPK10,MK10_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Dual specificity mitogen-activated protein kinase kinase 1,Q02750,MAP2K1,MP2K1_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Tyrosine-protein kinase ABL1,P00519,ABL1,ABL1_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Receptor-type tyrosine-protein kinase FLT3,P36888,FLT3,FLT3_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Cyclin-dependent kinase-like 2,Q92772,CDKL2,CDKL2_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Epidermal growth factor receptor,P00533,EGFR,EGFR_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Vascular endothelial growth factor receptor 1,P17948,FLT1,VGFR1_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Vascular endothelial growth factor receptor 2,P35968,KDR,VGFR2_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Fibroblast growth factor receptor 3,P22607,FGFR3,FGFR3_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,SRSF protein kinase 1,Q96SB4,SRPK1,SRPK1_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Platelet-derived growth factor receptor alpha,P16234,PDGFRA,PGFRA_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Serine/threonine-protein kinase RIO3,O14730,RIOK3,RIOK3_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Hepatocyte growth factor receptor,P08581,MET,MET_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Receptor-interacting serine/threonine-protein kinase 2,O43353,RIPK2,RIPK2_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Tyrosine-protein kinase JAK2,O60674,JAK2,JAK2_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Cyclin-G-associated kinase,O14976,GAK,GAK_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Aurora kinase A,O14965,AURKA,AURKA_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Dual specificity mitogen-activated protein kinase kinase 5,Q13163,MAP2K5,MP2K5_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Tyrosine-protein kinase ITK/TSK,Q08881,ITK,ITK_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Mitogen-activated protein kinase kinase kinase MLT,Q9NYL2,ZAK,MLTK_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Interferon-induced double-stranded RNA-activated protein kinase,P19525,EIF2AK2,E2AK2_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Mitogen-activated protein kinase kinase kinase kinase 1,Q92918,MAP4K1,M4K1_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Tyrosine-protein kinase Fgr,P09769,FGR,FGR_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Dual specificity protein kinase TTK,P33981,TTK,TTK_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Serine/threonine-protein kinase 10,O94804,STK10,STK10_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Serine/threonine-protein kinase 16,O75716,STK16,STK16_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Serine/threonine-protein kinase PLK4,O00444,PLK4,PLK4_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,AP2-associated protein kinase 1,Q2M2I8,AAK1,AAK1_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Tyrosine-protein kinase JAK3,P52333,JAK3,JAK3_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Casein kinase II subunit alpha',P19784,CSNK2A2,CSK22_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Tyrosine-protein kinase Yes,P07947,YES1,YES_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Serine/threonine-protein kinase N2,Q16513,PKN2,PKN2_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Tyrosine-protein kinase CSK,P41240,CSK,CSK_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Aurora kinase C,Q9UQB9,AURKC,AURKC_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,High affinity nerve growth factor receptor,P04629,NTRK1,NTRK1_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Platelet-derived growth factor receptor beta,P09619,PDGFRB,PGFRB_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Fibroblast growth factor receptor 1,P11362,FGFR1,FGFR1_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Fibroblast growth factor receptor 2,P21802,FGFR2,FGFR2_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Myosin-IIIa,Q8NEV4,MYO3A,MYO3A_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Ankyrin repeat and protein kinase domain-containing protein 1,Q8NFD2,ANKK1,ANKK1_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Mitogen-activated protein kinase kinase kinase 4,Q9Y6R4,MAP3K4,M3K4_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Mitogen-activated protein kinase kinase kinase kinase 5,Q9Y4K4,MAP4K5,M4K5_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Misshapen-like kinase 1,Q8N4C8,MINK1,MINK1_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Leucine-rich repeat serine/threonine-protein kinase 2,Q5S007,LRRK2,LRRK2_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Mast/stem cell growth factor receptor Kit,P10721,KIT,KIT_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,BMP-2-inducible protein kinase,Q9NSY1,BMP2K,BMP2K_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,TRAF2 and NCK-interacting protein kinase,Q9UKE5,TNIK,TNIK_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Calcium/calmodulin-dependent protein kinase kinase 2,Q96RR4,CAMKK2,KKCC2_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Aurora kinase B,Q96GD4,AURKB,AURKB_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,STE20-like serine/threonine-protein kinase,Q9H2G2,SLK,SLK_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Bone morphogenetic protein receptor type-1B,O00238,BMPR1B,BMR1B_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Non-receptor tyrosine-protein kinase TYK2,P29597,TYK2,TYK2_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Interleukin-1 receptor-associated kinase 1,P51617,IRAK1,IRAK1_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Serine/threonine-protein kinase 4,Q13043,STK4,STK4_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Calcium/calmodulin-dependent protein kinase kinase 1,Q8N5S9,CAMKK1,KKCC1_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Serine/threonine-protein kinase 3,Q13188,STK3,STK3_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Serine/threonine-protein kinase ULK2,Q8IYT8,ULK2,ULK2_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Activated CDC42 kinase 1,Q07912,TNK2,ACK1_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Cyclin-dependent kinase 16,Q00536,CDK16,CDK16_HUMAN,Homo sapiens
axitinib,CHEMBL1289926,DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,Mitogen-activated protein kinase kinase kinase kinase 3,Q8IVH8,MAP4K3,M4K3_HUMAN,Homo sapiens
